date,pol_ru,rank,avg_score
Oct-08,Чубайс Анатолий Боpисович,43,4.61
Oct-08,Жуков Александр Дмитриевич,44,4.59
Oct-08,Кадыров Рамзан Ахматович,45,4.55
Oct-08,Бастрыкин Александр Иванович,46–47,4.54
Oct-08,Потанин Владимир Олегович,46–47,4.54
Oct-08,Иванов Антон Александрович,48,4.53
Oct-08,Зубков Виктор Алексеевич,49,4.52
Oct-08,Тимакова Наталья Александровна,50,4.48
Oct-08,Кириенко Сергей Владиленович,51,4.45
Oct-08,Говорун Олег Маркович,52,4.41
Oct-08,Костин Андрей Леонидович,53,4.40
Oct-08,Дмитриев Владимир Александрович,54–55,4.38
Oct-08,Фридман Михаил Маратович,54–55,4.38
Oct-08,Иванов Виктор Петрович,56–57,4.35
Oct-08,Чуйченко Константин Анатольевич,56–57,4.35
Oct-08,Трутнев Юрий Петрович,58,4.34
Oct-08,Мутко Виталий Леонтьевич,59,4.31
Oct-08,Добродеев Олег Борисович,60,4.30
Oct-08,Беглов Александр Дмитриевич,61,4.28
Oct-08,Володин Вячеслав Викторович,62,4.23
Oct-08,Зюганов Геннадий Андpеевич,63,4.22
Oct-08,Щеголев Игорь Олегович,64,4.17
Oct-08,Жириновский Владимир Вольфович,65–66,4.15
Oct-08,Степашин Сергей Вадимович,65–66,4.15
Oct-08,Греф Герман Оскарович,67,4.14
Oct-08,Ресин Владимир Иосифович,68,4.12
Oct-08,Токарев Николай Петрович,69,4.11
Oct-08,Абрамов Александр Сергеевич,70–71,4.10
Oct-08,Брычева Лариса Игоревна,70–71,4.10
Oct-08,Воробьев Андрей Юрьевич,72,4.09
Oct-08,Левитин Игорь Евгеньевич,73–74,4.07
Oct-08,Фурсенко Андрей Александрович,73–74,4.07
Oct-08,Кирилл (Патриарх Московский и всея Руси),75,4.04
Oct-08,Эрнст Константин Львович,76,4.03
Oct-08,Шматко Сергей Иванович,77,4.02
Oct-08,Евтушенков Владимир Петрович,78,3.97
Oct-08,Мордашов Алексей Александрович,79,3.90
Oct-08,Волошин Александр Стальевич,80,3.80
Oct-08,Марков Олег Александрович,81,3.78
Oct-08,Ткачев Александр Николаевич,82,3.74
Oct-08,Ковальчук Михаил Валентинович,83,3.73
Oct-08,Гурьев Андрей Григорьевич,84,3.73
Oct-08,Миловидов Владимир Дмитриевич,85–87,3.71
Oct-08,Бельянинов Андрей Юрьевич,85–87,3.71
Oct-08,Устинов Владимир Васильевич,85–87,3.71
Oct-08,Полтавченко Георгий Сергеевич,88–89,3.65
Oct-08,Шаймиев Минтимеp Шаpипович,88-89,3.65
Oct-08,Авен Петр Олегович,90-91,3.62
Oct-08,Поллыева Джахан Реджеповна,90–91,3.62
Oct-08,Бабаков Александр Михайлович,92,3.57
Oct-08,Лебедев Вячеслав Михайлович,93,3.55
Oct-08,Зорькин Валерий Дмитриевич,94,3.54
Oct-08,Фрадков Михаил Ефимович,95,3.53
Oct-08,Авдеев Александр Алексеевич,96,3.48
Oct-08,Песков Дмитрий Сергеевич,97,3.47
Oct-08,Юмашев Валентин Борисович,98,3.41
Oct-08,Костин Константин Николаевич,99,3.38
Oct-08,Хлопонин Александр Геннадиевич,100,3.36
Nov-08,Путин Владимир Владимирович,1,9.44
Nov-08,Медведев Дмитрий Анатольевич,2,9.26
Nov-08,Сечин Игорь Иванович,3,7.29
Nov-08,Сурков Владислав Юрьевич,4,7.23
Nov-08,Кудрин Алексей Леонидович,5,7.22
Nov-08,Шувалов Игорь Иванович,6,6.54
Nov-08,Нарышкин Сергей Евгеньевич,7,6.41
Nov-08,Собянин Сергей Семенович,8,6.34
Nov-08,Лавров Сергей Викторович,9,5.90
Nov-08,Миллер Алексей Борисович,10,5.84
Nov-08,Алексий II,11,5.66
Nov-08,Голикова Татьяна Алексеевна,12,5.61
Nov-08,Сердюков Анатолий Эдуардович,13,5.59
Nov-08,Дворкович Аркадий Владимирович,14,5.51
Nov-08,Грызлов Борис Вячеславович,15,5.50
Nov-08,Набиуллина Эльвира Сахипзадовна,16,5.48
Nov-08,Чемезов Сергей Викторович,17,5.44
Nov-08,Абрамович Роман Аркадьевич,18,5.38
Nov-08,Усманов Алишер Бурханович,19,5.35
Nov-08,Гордеев Алексей Васильевич,20–21,5.16
Nov-08,Нургалиев Рашид Гумарович,20–21,5.16
Nov-08,Дерипаска Олег Владимирович,22,5.11
Nov-08,Игнатьев Сергей Михайлович,23,5.09
Nov-08,Козак Дмитрий Николаевич,24,5.03
Nov-08,Громов Алексей Алексеевич,25,4.93
Nov-08,Алекперов Вагит Юсуфович,26,4.89
Nov-08,Иванов Сергей Борисович,27–28,4.85
Nov-08,Христенко Виктор Борисович,27–28,4.85
Nov-08,Костин Андрей Леонидович,29,4.81
Nov-08,Матвиенко Валентина Ивановна,30,4.76
Nov-08,Ковальчук Юрий Валентинович,31,4.74
Nov-08,Жуков Александр Дмитриевич,32,4.72
Nov-08,Богданчиков Сергей Михайлович,33–36,4.66
Nov-08,Зубков Виктор Алексеевич,33–36,4.66
Nov-08,Патрушев Николай Платонович,33–36,4.66
Nov-08,Якунин Владимир Иванович,33–36,4.66
Nov-08,Володин Вячеслав Викторович,37–39,4.64
Nov-08,Лужков Юpий Михайлович,37–39,4.64
Nov-08,Чубайс Анатолий Боpисович,37–39,4.64
Nov-08,Бортников Александр Васильевич,40,4.56
Nov-08,Потанин Владимир Олегович,41,4.54
Nov-08,Бастрыкин Александр Иванович,42,4.51
Nov-08,Чайка Юрий Яковлевич,43,4.50
Nov-08,Говорун Олег Маркович,44,4.49
Nov-08,Коновалов Александр Владимирович,45,4.42
Nov-08,Фридман Михаил Маратович,46,4.41
Nov-08,Шойгу Сеpгей Кужугетович,47,4.40
Nov-08,Тимченко Геннадий Николаевич,48,4.31
Nov-08,Зюганов Геннадий Андpеевич,49,4.26
Nov-08,Миронов Сергей Михайлович,50,4.25
Nov-08,Добродеев Олег Борисович,51–52,4.24
Nov-08,Приходько Сергей Эдуардович,51–52,4.24
Nov-08,Иванов Антон Александрович,53–54,4.19
Nov-08,Фурсенко Андрей Александрович,53–54,4.19
Nov-08,Эрнст Константин Львович,55,4.16
Nov-08,Трутнев Юрий Петрович,56,4.14
Nov-08,Иванов Виктор Петрович,57,4.13
Nov-08,Греф Герман Оскарович,58,4.09
Nov-08,Кирилл (Патриарх Московский и всея Руси),59,4.08
Nov-08,Дмитриев Владимир Александрович,60–61,4.07
Nov-08,Кадыров Рамзан Ахматович,60–61,4.07
Nov-08,Кожин Владимир Игоревич,62,4.01
Nov-08,Кириенко Сергей Владиленович,63,3.99
Nov-08,Жириновский Владимир Вольфович,64,3.97
Nov-08,Абрамов Александр Сергеевич,65,3.96
Nov-08,Чуйченко Константин Анатольевич,66–67,3.94
Nov-08,Щеголев Игорь Олегович,66–67,3.94
Nov-08,Ресин Владимир Иосифович,68–69,3.91
Nov-08,Тимакова Наталья Александровна,68–69,3.91
Nov-08,Воробьев Андрей Юрьевич,70,3.90
Nov-08,Евтушенков Владимир Петрович,71–72,3.81
Nov-08,Мордашов Алексей Александрович,71–72,3.81
Nov-08,Токарев Николай Петрович,73,3.74
Nov-08,Мутко Виталий Леонтьевич,74,3.72
Nov-08,Гурьев Андрей Григорьевич,75,3.71
Nov-08,Левитин Игорь Евгеньевич,76,3.70
Nov-08,Шохин Александр Николаевич,77,3.66
Nov-08,Шаймиев Минтимеp Шаpипович,78,3.65
Nov-08,Лебедев Вячеслав Михайлович,79,3.58
Nov-08,Зорькин Валерий Дмитриевич,80,3.57
Nov-08,Брычева Лариса Игоревна,81–82,3.56
Nov-08,Миловидов Владимир Дмитриевич,81–82,3.56
Nov-08,Костин Константин Николаевич,83,3.54
Nov-08,Авен Петр Олегович,84–85,3.44
Nov-08,Беглов Александр Дмитриевич,84–85,3.44
Nov-08,Степашин Сергей Вадимович,86–87,3.41
Nov-08,Хлопонин Александр Геннадиевич,86–87,3.41
Nov-08,Шматко Сергей Иванович,88,3.39
Nov-08,Плигин Владимир Николаевич,89,3.38
Nov-08,Ткачев Александр Николаевич,90,3.37
Nov-08,Бабаков Александр Михайлович,91,3.34
Nov-08,Кулистиков Владимир Михайлович,92,3.29
Nov-08,Песков Дмитрий Сергеевич,93,3.28
Nov-08,Косачев Константин Иосифович,94,3.27
Nov-08,Бельянинов Андрей Юрьевич,95,3.21
Nov-08,Поллыева Джахан Реджеповна,96,3.20
Nov-08,Морозов Олег Викторович,97,3.16
Nov-08,Исаев Андрей Константинович,98–99,3.11
Nov-08,Ковальчук Михаил Валентинович,98–99,3.11
Nov-08,Юргенс Игорь Юрьевич,100,3.10
Dec-08,Путин Владимир Владимирович,1,9.44
Dec-08,Медведев Дмитрий Анатольевич,2,9.33
Dec-08,Сурков Владислав Юрьевич,3,7.38
Dec-08,Сечин Игорь Иванович,4,7.29
Dec-08,Кудрин Алексей Леонидович,5–6,6.93
Dec-08,Шувалов Игорь Иванович,5–6,6.93
Dec-08,Собянин Сергей Семенович,7,6.41
Dec-08,Нарышкин Сергей Евгеньевич,8,6.34
Dec-08,Кирилл (Патриарх Московский и всея Руси),9,5.96
Dec-08,Голикова Татьяна Алексеевна,10,5.88
Dec-08,Миллер Алексей Борисович,11,5.81
Dec-08,Набиуллина Эльвира Сахипзадовна,12,5.73
Dec-08,Грызлов Борис Вячеславович,13,5.72
Dec-08,Чемезов Сергей Викторович,14,5.70
Dec-08,Сердюков Анатолий Эдуардович,15,5.59
Dec-08,Дворкович Аркадий Владимирович,16,5.51
Dec-08,Лавров Сергей Викторович,17,5.37
Dec-08,Абрамович Роман Аркадьевич,18,5.32
Dec-08,Игнатьев Сергей Михайлович,19,5.23
Dec-08,Нургалиев Рашид Гумарович,20,5.21
Dec-08,Якунин Владимир Иванович,21,5.16
Dec-08,Усманов Алишер Бурханович,22,5.03
Dec-08,Козак Дмитрий Николаевич,23,5.02
Dec-08,Жуков Александр Дмитриевич,24,4.99
Dec-08,Патрушев Николай Платонович,25,4.95
Dec-08,Иванов Сергей Борисович,26,4.93
Dec-08,Дерипаска Олег Владимирович,27,4.92
Dec-08,Гордеев Алексей Васильевич,28,4.91
Dec-08,Алекперов Вагит Юсуфович,29,4.87
Dec-08,Чубайс Анатолий Боpисович,30,4.86
Dec-08,Лужков Юpий Михайлович,31–32,4.84
Dec-08,Шойгу Сеpгей Кужугетович,31–32,4.84
Dec-08,Зубков Виктор Алексеевич,33,4.81
Dec-08,Володин Вячеслав Викторович,34–35,4.79
Dec-08,Громов Алексей Алексеевич,34–35,4.79
Dec-08,Христенко Виктор Борисович,36,4.74
Dec-08,Бортников Александр Васильевич,37,4.69
Dec-08,Костин Андрей Леонидович,38,4.68
Dec-08,Приходько Сергей Эдуардович,39,4.64
Dec-08,Бастрыкин Александр Иванович,40,4.59
Dec-08,Иванов Антон Александрович,41,4.58
Dec-08,Ковальчук Юрий Валентинович,42,4.54
Dec-08,Кожин Владимир Игоревич,43,4.51
Dec-08,Дмитриев Владимир Александрович,44–45,4.49
Dec-08,Богданчиков Сергей Михайлович,44–45,4.49
Dec-08,Зюганов Геннадий Андpеевич,46–48,4.47
Dec-08,Потанин Владимир Олегович,46–48,4.47
Dec-08,Чайка Юрий Яковлевич,46–48,4.47
Dec-08,Греф Герман Оскарович,49,4.46
Dec-08,Тимченко Геннадий Николаевич,50,4.45
Dec-08,Говорун Олег Маркович,51,4.43
Dec-08,Миронов Сергей Михайлович,52,4.40
Dec-08,Матвиенко Валентина Ивановна,53,4.35
Dec-08,Эрнст Константин Львович,54,4.29
Dec-08,Щеголев Игорь Олегович,55,4.26
Dec-08,Фридман Михаил Маратович,56,4.25
Dec-08,Иванов Виктор Петрович,57,4.20
Dec-08,Трутнев Юрий Петрович,58,4.19
Dec-08,Коновалов Александр Владимирович,59,4.18
Dec-08,Чуйченко Константин Анатольевич,60,4.16
Dec-08,Жириновский Владимир Вольфович,61,4.15
Dec-08,Добродеев Олег Борисович,62–63,4.11
Dec-08,Воробьев Андрей Юрьевич,62–63,4.11
Dec-08,Фурсенко Андрей Александрович,64,4.10
Dec-08,Кириенко Сергей Владиленович,65,4.08
Dec-08,Лебедев Вячеслав Михайлович,66,4.06
Dec-08,Ресин Владимир Иосифович,67,4.04
Dec-08,Левитин Игорь Евгеньевич,68-69,3.99
Dec-08,Мордашов Алексей Александрович,68–69,3.99
Dec-08,Токарев Николай Петрович,70,3.92
Dec-08,Тимакова Наталья Александровна,71,3.89
Dec-08,Мутко Виталий Леонтьевич,72–73,3.86
Dec-08,Зорькин Валерий Дмитриевич,72–73,3.86
Dec-08,Кадыров Рамзан Ахматович,74–75,3.84
Dec-08,Евтушенков Владимир Петрович,74–75,3.84
Dec-08,Степашин Сергей Вадимович,76,3.81
Dec-08,Гурьев Андрей Григорьевич,77,3.79
Dec-08,Исаев Андрей Константинович,78,3.77
Dec-08,Беглов Александр Дмитриевич,79,3.74
Dec-08,Шматко Сергей Иванович,80,3.71
Dec-08,Абрамов Александр Сергеевич,81,3.69
Dec-08,Волошин Александр Стальевич,82–83,3.68
Dec-08,Марков Олег Александрович,82–83,3.68
Dec-08,Костин Константин Николаевич,84,3.66
Dec-08,Шаймиев Минтимеp Шаpипович,85,3.64
Dec-08,Бельянинов Андрей Юрьевич,86,3.52
Dec-08,Авдеев Александр Алексеевич,87,3.45
Dec-08,Плигин Владимир Николаевич,88,3.44
Dec-08,Поллыева Джахан Реджеповна,89,3.42
Dec-08,Морозов Олег Викторович,90,3.39
Dec-08,Косачев Константин Иосифович,91,3.38
Dec-08,Бабаков Александр Михайлович,92,3.35
Dec-08,Авен Петр Олегович,93,3.34
Dec-08,Фрадков Михаил Ефимович,94,3.33
Dec-08,Миловидов Владимир Дмитриевич,95,3.31
Dec-08,Басаргин Виктор Федорович,96–97,3.27
Dec-08,Шохин Александр Николаевич,96–97,3.27
Dec-08,Песков Дмитрий Сергеевич,98,3.24
Dec-08,Ковальчук Михаил Валентинович,99–100,3.20
Dec-08,Полтавченко Георгий Сергеевич,99–100,3.20
Jan-09,Путин Владимир Владимирович,1,9.47
Jan-09,Медведев Дмитрий Анатольевич,2,9.27
Jan-09,Кудрин Алексей Леонидович,3,7.50
Jan-09,Сурков Владислав Юрьевич,4,7.19
Jan-09,Сечин Игорь Иванович,5,7.13
Jan-09,Шувалов Игорь Иванович,6,7.07
Jan-09,Собянин Сергей Семенович,7,6.88
Jan-09,Миллер Алексей Борисович,8,6.70
Jan-09,Нарышкин Сергей Евгеньевич,9,6.64
Jan-09,Грызлов Борис Вячеславович,10,6.36
Jan-09,Голикова Татьяна Алексеевна,11,6.02
Jan-09,Кирилл (Патриарх Московский и всея Руси),12,5.88
Jan-09,Дворкович Аркадий Владимирович,13,5.82
Jan-09,Сердюков Анатолий Эдуардович,14,5.78
Jan-09,Лавров Сергей Викторович,15,5.75
Jan-09,Игнатьев Сергей Михайлович,16,5.72
Jan-09,Чемезов Сергей Викторович,17,5.68
Jan-09,Козак Дмитрий Николаевич,18,5.65
Jan-09,Христенко Виктор Борисович,19,5.59
Jan-09,Набиуллина Эльвира Сахипзадовна,20,5.58
Jan-09,Иванов Сергей Борисович,21,5.56
Jan-09,Лужков Юpий Михайлович,22,5.54
Jan-09,Якунин Владимир Иванович,23,5.43
Jan-09,Гордеев Алексей Васильевич,24,5.38
Jan-09,Нургалиев Рашид Гумарович,25,5.36
Jan-09,Кожин Владимир Игоревич,26,5.29
Jan-09,Абрамович Роман Аркадьевич,27–28,5.27
Jan-09,Жуков Александр Дмитриевич,27–28,5.27
Jan-09,Дерипаска Олег Владимирович,29,5.25
Jan-09,Алекперов Вагит Юсуфович,30,5.24
Jan-09,Тимченко Геннадий Николаевич,31,5.19
Jan-09,Зубков Виктор Алексеевич,32,5.15
Jan-09,Патрушев Николай Платонович,33,5.13
Jan-09,Громов Алексей Алексеевич,34,5.10
Jan-09,Матвиенко Валентина Ивановна,35,5.07
Jan-09,Богданчиков Сергей Михайлович,36,4.99
Jan-09,Говорун Олег Маркович,37,4.94
Jan-09,Щеголев Игорь Олегович,38,4.92
Jan-09,Чайка Юрий Яковлевич,39,4.91
Jan-09,Володин Вячеслав Викторович,40,4.90
Jan-09,Приходько Сергей Эдуардович,41,4.89
Jan-09,Ковальчук Юрий Валентинович,42–43,4.88
Jan-09,Шойгу Сеpгей Кужугетович,42–43,4.88
Jan-09,Усманов Алишер Бурханович,44,4.86
Jan-09,Костин Андрей Леонидович,45–46,4.83
Jan-09,Чуйченко Константин Анатольевич,45–46,4.83
Jan-09,Дмитриев Владимир Александрович,47,4.81
Jan-09,Коновалов Александр Владимирович,48–49,4.77
Jan-09,Потанин Владимир Олегович,48–49,4.77
Jan-09,Зюганов Геннадий Андpеевич,50,4.74
Jan-09,Фурсенко Андрей Александрович,51,4.68
Jan-09,Брычева Лариса Игоревна,52,4.67
Jan-09,Бортников Александр Васильевич,53,4.65
Jan-09,Эрнст Константин Львович,54–55,4.63
Jan-09,Чубайс Анатолий Боpисович,54–55,4.63
Jan-09,Тимакова Наталья Александровна,56,4.58
Jan-09,Иванов Виктор Петрович,57–58,4.57
Jan-09,Миронов Сергей Михайлович,57–58,4.57
Jan-09,Кириенко Сергей Владиленович,59,4.54
Jan-09,Бастрыкин Александр Иванович,60,4.53
Jan-09,Греф Герман Оскарович,61,4.52
Jan-09,Степашин Сергей Вадимович,62,4.50
Jan-09,Иванов Антон Александрович,63,4.49
Jan-09,Трутнев Юрий Петрович,64,4.48
Jan-09,Фридман Михаил Маратович,65,4.43
Jan-09,Шматко Сергей Иванович,66,4.39
Jan-09,Лебедев Вячеслав Михайлович,67,4.36
Jan-09,Ресин Владимир Иосифович,68,4.33
Jan-09,Левитин Игорь Евгеньевич,69,4.33
Jan-09,Токарев Николай Петрович,70,4.29
Jan-09,Воробьев Андрей Юрьевич,71,4.24
Jan-09,Добродеев Олег Борисович,72,4.22
Jan-09,Авдеев Александр Алексеевич,73,4.19
Jan-09,Волошин Александр Стальевич,74,4.14
Jan-09,Марков Олег Александрович,75,4.09
Jan-09,Гурьев Андрей Григорьевич,76–78,4.08
Jan-09,Евтушенков Владимир Петрович,76–78,4.08
Jan-09,Мутко Виталий Леонтьевич,76–78,4.08
Jan-09,Костин Константин Николаевич,79–80,4.07
Jan-09,Шаймиев Минтимеp Шаpипович,79–80,4.07
Jan-09,Жириновский Владимир Вольфович,81,4.06
Jan-09,Мордашов Алексей Александрович,82,4.05
Jan-09,Климент (митрополит Калужский и Боровский),83–84,4.02
Jan-09,Миловидов Владимир Дмитриевич,83–84,4.02
Jan-09,Беглов Александр Дмитриевич,85,4.01
Jan-09,Ткачев Александр Николаевич,86,3.98
Jan-09,Кадыров Рамзан Ахматович,87,3.94
Jan-09,Песков Дмитрий Сергеевич,88,3.93
Jan-09,Полтавченко Георгий Сергеевич,89,3.91
Jan-09,Бабаков Александр Михайлович,90,3.84
Jan-09,Поллыева Джахан Реджеповна,91,3.82
Jan-09,Авен Петр Олегович,92,3.79
Jan-09,Морозов Олег Викторович,93,3.78
Jan-09,Абрамов Александр Сергеевич,94,3.76
Jan-09,Исаев Андрей Константинович,95,3.74
Jan-09,Винниченко Николай Александрович,96–97,3.70
Jan-09,Рапота Григорий Алексеевич,96–97,3.70
Jan-09,Плигин Владимир Николаевич,98–99,3.68
Jan-09,Алешин Борис Сергеевич,98–99,3.68
Jan-09,Хлопонин Александр Геннадиевич,100,3.67
Feb-09,Медведев Дмитрий Анатольевич,1–2,9.45
Feb-09,Путин Владимир Владимирович,1–2,9.45
Feb-09,Сечин Игорь Иванович,3,7.64
Feb-09,Сурков Владислав Юрьевич,4,7.55
Feb-09,Кудрин Алексей Леонидович,5,7.45
Feb-09,Собянин Сергей Семенович,6–7,6.91
Feb-09,Шувалов Игорь Иванович,6–7,6.91
Feb-09,Кирилл (Патриарх Московский и всея Руси),8,6.82
Feb-09,Нарышкин Сергей Евгеньевич,9,6.73
Feb-09,Грызлов Борис Вячеславович,10–11,6.36
Feb-09,Миллер Алексей Борисович,10–11,6.36
Feb-09,Голикова Татьяна Алексеевна,12,6.18
Feb-09,Чемезов Сергей Викторович,13,6.09
Feb-09,Дворкович Аркадий Владимирович,14,6.00
Feb-09,Нургалиев Рашид Гумарович,15,5.94
Feb-09,Сердюков Анатолий Эдуардович,16,5.91
Feb-09,Усманов Алишер Бурханович,17,5.82
Feb-09,Христенко Виктор Борисович,18,5.81
Feb-09,Алекперов Вагит Юсуфович,19–22,5.73
Feb-09,Игнатьев Сергей Михайлович,19–22,5.73
Feb-09,Лавров Сергей Викторович,19–22,5.73
Feb-09,Набиуллина Эльвира Сахипзадовна,19–22,5.73
Feb-09,Иванов Сергей Борисович,23,5.67
Feb-09,Костин Андрей Леонидович,24,5.64
Feb-09,Якунин Владимир Иванович,25,5.60
Feb-09,Лужков Юpий Михайлович,26,5.55
Feb-09,Дерипаска Олег Владимирович,27–28,5.45
Feb-09,Патрушев Николай Платонович,27–28,5.45
Feb-09,Жуков Александр Дмитриевич,29–30,5.36
Feb-09,Зубков Виктор Алексеевич,29–30,5.36
Feb-09,Абрамович Роман Аркадьевич,31,5.33
Feb-09,Говорун Олег Маркович,32,5.30
Feb-09,Гордеев Алексей Васильевич,33,5.29
Feb-09,Козак Дмитрий Николаевич,34,5.27
Feb-09,Тимченко Геннадий Николаевич,35,5.24
Feb-09,Богданчиков Сергей Михайлович,36,5.20
Feb-09,Володин Вячеслав Викторович,37,5.18
Feb-09,Кожин Владимир Игоревич,38,5.09
Feb-09,Громов Алексей Алексеевич,39,5.07
Feb-09,Дмитриев Владимир Александрович,40,5.05
Feb-09,Зюганов Геннадий Андpеевич,41,5.04
Feb-09,Иванов Виктор Петрович,42,5.00
Feb-09,Коновалов Александр Владимирович,43,4.98
Feb-09,Приходько Сергей Эдуардович,44,4.94
Feb-09,Ковальчук Юрий Валентинович,45–46,4.91
Feb-09,Чайка Юрий Яковлевич,45–46,4.91
Feb-09,Греф Герман Оскарович,47,4.88
Feb-09,Миронов Сергей Михайлович,48,4.85
Feb-09,Потанин Владимир Олегович,49–51,4.82
Feb-09,Фурсенко Андрей Александрович,49–51,4.82
Feb-09,Щеголев Игорь Олегович,49–51,4.82
Feb-09,Бастрыкин Александр Иванович,52–54,4.73
Feb-09,Чуйченко Константин Анатольевич,52–54,4.73
Feb-09,Шойгу Сеpгей Кужугетович,52–54,4.73
Feb-09,Матвиенко Валентина Ивановна,55,4.67
Feb-09,Иванов Антон Александрович,56,4.64
Feb-09,Кириенко Сергей Владиленович,57,4.61
Feb-09,Беглов Александр Дмитриевич,58,4.59
Feb-09,Бортников Александр Васильевич,59,4.58
Feb-09,Тимакова Наталья Александровна,60,4.56
Feb-09,Трутнев Юрий Петрович,61–63,4.55
Feb-09,Фридман Михаил Маратович,61–63,4.55
Feb-09,Шматко Сергей Иванович,61–63,4.55
Feb-09,Эрнст Константин Львович,64,4.53
Feb-09,Зорькин Валерий Дмитриевич,65,4.50
Feb-09,Добродеев Олег Борисович,66,4.48
Feb-09,Токарев Николай Петрович,67,4.47
Feb-09,Мордашов Алексей Александрович,68,4.45
Feb-09,Ресин Владимир Иосифович,69,4.43
Feb-09,Волошин Александр Стальевич,70–73,4.36
Feb-09,Брычева Лариса Игоревна,70–73,4.36
Feb-09,Степашин Сергей Вадимович,70–73,4.36
Feb-09,Чубайс Анатолий Боpисович,70–73,4.36
Feb-09,Абрамов Александр Сергеевич,74–77,4.27
Feb-09,Бельянинов Андрей Юрьевич,74–77,4.27
Feb-09,Жириновский Владимир Вольфович,74–77,4.27
Feb-09,Лебедев Вячеслав Михайлович,74–77,4.27
Feb-09,Воробьев Андрей Юрьевич,78,4.25
Feb-09,Гурьев Андрей Григорьевич,79,4.23
Feb-09,Левитин Игорь Евгеньевич,80,4.20
Feb-09,Кадыров Рамзан Ахматович,81,4.18
Feb-09,Евтушенков Владимир Петрович,82,4.09
Feb-09,Басаргин Виктор Федорович,83–87,4.00
Feb-09,Костин Константин Николаевич,83–87,4.00
Feb-09,Миловидов Владимир Дмитриевич,83–87,4.00
Feb-09,Плигин Владимир Николаевич,83–87,4.00
Feb-09,Поллыева Джахан Реджеповна,83–87,4.00
Feb-09,Винниченко Николай Александрович,88,3.97
Feb-09,Косачев Константин Иосифович,89,3.95
Feb-09,Бабаков Александр Михайлович,90,3.92
Feb-09,Мутко Виталий Леонтьевич,91–95,3.91
Feb-09,Полтавченко Георгий Сергеевич,91–95,3.91
Feb-09,Ромодановский Константин Олегович,–,3.91
Feb-09,Хлопонин Александр Геннадиевич,91–95,3.91
Feb-09,Шаймиев Минтимеp Шаpипович,91–95,3.91
Feb-09,Исаев Андрей Константинович,96,3.89
Feb-09,Ковальчук Михаил Валентинович,97,3.87
Feb-09,Марков Олег Александрович,98,3.85
Feb-09,Рапота Григорий Алексеевич,99,3.83
Feb-09,Сафонов Олег Александрович,100–103,3.82
Feb-09,Ткачев Александр Николаевич,100–103,3.82
Feb-09,Улюкаев Алексей Валентинович,100–103,3.82
Feb-09,Юргенс Игорь Юрьевич,100–103,3.82
Mar-09,Путин Владимир Владимирович,1,9.23
Mar-09,Медведев Дмитрий Анатольевич,2,9.10
Mar-09,Сурков Владислав Юрьевич,3,7.14
Mar-09,Кудрин Алексей Леонидович,4,6.95
Mar-09,Сечин Игорь Иванович,5,6.92
Mar-09,Шувалов Игорь Иванович,6,6.43
Mar-09,Кирилл (Патриарх Московский и всея Руси),7,6.21
Mar-09,Собянин Сергей Семенович,,6.08
Mar-09,Нарышкин Сергей Евгеньевич,8-9,6.08
Mar-09,Миллер Алексей Борисович,10,5.61
Mar-09,Дворкович Аркадий Владимирович,11,5.50
Mar-09,Сердюков Анатолий Эдуардович,12,5.33
Mar-09,Голикова Татьяна Алексеевна,13,5.28
Mar-09,Лавров Сергей Викторович,14,5.24
Mar-09,Грызлов Борис Вячеславович,15,5.17
Mar-09,Чемезов Сергей Викторович,16,5.14
Mar-09,Абрамович Роман Аркадьевич,17,5.04
Mar-09,Набиуллина Эльвира Сахипзадовна,18,5.01
Mar-09,Алекперов Вагит Юсуфович,19,4.90
Mar-09,Лужков Юpий Михайлович,20-21,4.83
Mar-09,Усманов Алишер Бурханович,20-21,4.83
Mar-09,Нургалиев Рашид Гумарович,22,4.82
Mar-09,Якунин Владимир Иванович,23,4.74
Mar-09,Бортников Александр Васильевич,24,4.73
Mar-09,Зубков Виктор Алексеевич,25,4.64
Mar-09,Иванов Сергей Борисович,26,4.63
Mar-09,Громов Алексей Алексеевич,27,4.61
Mar-09,Жуков Александр Дмитриевич,28,4.58
Mar-09,Игнатьев Сергей Михайлович,29,4.57
Mar-09,Дерипаска Олег Владимирович,30,4.55
Mar-09,Приходько Сергей Эдуардович,31,4.48
Mar-09,Иванов Антон Александрович,32,4.45
Mar-09,Патрушев Николай Платонович,33,4.43
Mar-09,Говорун Олег Маркович,34-35,4.40
Mar-09,Володин Вячеслав Викторович,34-35,4.40
Mar-09,Ковальчук Юрий Валентинович,36,4.33
Mar-09,Козак Дмитрий Николаевич,37,4.29
Mar-09,Тимакова Наталья Александровна,38-39,4.28
Mar-09,Кожин Владимир Игоревич,38-39,4.28
Mar-09,Бастрыкин Александр Иванович,40,4.26
Mar-09,Зюганов Геннадий Андpеевич,41-42,4.25
Mar-09,Чуйченко Константин Анатольевич,41-42,4.25
Mar-09,Чайка Юрий Яковлевич,43,4.23
Mar-09,Коновалов Александр Владимирович,44,4.20
Mar-09,Костин Андрей Леонидович,45-46,4.17
Mar-09,Миронов Сергей Михайлович,45-46,4.17
Mar-09,Христенко Виктор Борисович,47,4.15
Mar-09,Богданчиков Сергей Михайлович,48,4.12
Mar-09,Тимченко Геннадий Николаевич,49,4.10
Mar-09,Матвиенко Валентина Ивановна,50,4.07
