date,pol_ru,rank,avg_score
Jun-16,Сечин Игорь Иванович,12,5.92
Jun-16,Бастрыкин Александр Иванович,13,5.86
Jun-16,Шувалов Игорь Иванович,14,5.72
Jun-16,Патрушев Николай Платонович,15,5.68
Jun-16,Золотов Виктор Васильевич,16,5.66
Jun-16,Миллер Алексей Борисович,17,5.46
Jun-16,Собянин Сергей Семенович,18,5.44
Jun-16,Нарышкин Сергей Евгеньевич,19,5.40
Jun-16,Громов Алексей Алексеевич,20,5.38
Jun-16,Матвиенко Валентина Ивановна,21,5.12
Jun-16,Греф Герман Оскарович,22,5.10
Jun-16,Ротенберг Аркадий Романович,23,5.00
Jun-16,Чайка Юрий Яковлевич,24,4.96
Jun-16,Голодец Ольга Юрьевна,25,4.90
Jun-16,Голикова Татьяна Алексеевна,26,4.88
Jun-16,Ковальчук Юрий Валентинович,27,4.79
Jun-16,Дворкович Аркадий Владимирович,28,4.75
Jun-16,Чемезов Сергей Викторович,29,4.71
Jun-16,Воронова Татьяна Геннадьевна,30,4.68
Jun-16,Вайно Антон Эдуардович,31,4.66
Jun-16,Усманов Алишер Бурханович,32,4.63
Jun-16,Колокольцев Владимир Александрович,33,4.60
Jun-16,Неверов Сергей Иванович,34,4.58
Jun-16,Зюганов Геннадий Андреевич,35,4.55
Jun-16,Рогозин Дмитрий Олегович,36,4.52
Jun-16,Приходько Сергей Эдуардович,37,4.50
Jun-16,Тимченко Геннадий Николаевич,38,4.47
Jun-16,Артемьев Игорь Юрьевич,39,4.44
Jun-16,Эрнст Константин Львович,40,4.40
Jun-16,Дерипаска Олег Владимирович,41,4.35
Jun-16,Жуков Александр Дмитриевич,42,4.33
Jun-16,Кудрин Алексей Леонидович,43,4.31
Jun-16,Ткачев Александр Николаевич,44,4.29
Jun-16,Добродеев Олег Борисович,45,4.26
Jun-16,Трутнев Юрий Петрович,46,4.25
Jun-16,Абрамович Роман Аркадьевич,47,4.22
Jun-16,Улюкаев Алексей Валентинович,48,4.20
Jun-16,Белоусов Андрей Рэмович,49,4.17
Jun-16,Брычева Лариса Игоревна,50,4.14
Jun-16,Школов Евгений Михайлович,51,4.11
Jun-16,Жириновский Владимир Вольфович,52,4.07
Jun-16,Новак Александр Валентинович,53,4.03
Jun-16,Кадыров Рамзан Ахматович,54,4.00
Jun-16,Тимакова Наталья Александровна,55,3.96
Jun-16,Соколов Максим Юрьевич,56,3.93
Jun-16,Левитин Игорь Евгеньевич,57,3.88
Jun-16,Алекперов Вагит Юсуфович,58,3.82
Jun-16,Мишустин Михаил Владимирович,59,3.79
Jun-16,Хлопонин Александр Геннадиевич,60,3.76
Jun-16,Козак Дмитрий Николаевич,61,3.73
Jun-16,Фрадков Михаил Ефимович,62,3.71
Jun-16,Мантуров Денис Валентинович,63,3.68
Jun-16,Кириенко Сергей Владиленович,64,3.64
Jun-16,Пучков Владимир Андреевич,65,3.60
Jun-16,Коновалов Александр Владимирович,66,3.57
Jun-16,Костин Андрей Леонидович,67,3.55
Jun-16,Сурков Владислав Юрьевич,68,3.52
Jun-16,Бречалов Александр Владимирович,69,3.50
Jun-16,Волошин Александр Стальевич,70,3.48
Jun-16,Васильев Владимир Абдуалиевич,71,3.45
Jun-16,Минниханов Рустам Нургалиевич,72,3.43
Jun-16,Лебедев Вячеслав Михайлович,73,3.40
Jun-16,Баталина Ольга Юрьевна,74,3.38
Jun-16,Глазьев Сергей Юрьевич,75,3.36
Jun-16,Мутко Виталий Леонтьевич,76,3.32
Jun-16,Воробьев Андрей Юрьевич,77,3.28
Jun-16,Яровая Ирина Анатольевна,78,3.26
Jun-16,Скворцова Вероника Игоревна,79,3.23
Jun-16,Ливанов Дмитрий Викторович,80,3.20
Jun-16,Полтавченко Георгий Сергеевич,81,3.18
Jun-16,Миронов Сергей Михайлович,82,3.15
Jun-16,Топилин Максим Анатольевич,83,3.13
Jun-16,Аксёнов Сергей Валерьевич,84,3.10
Jun-16,Чуйченко Константин Анатольевич,85,3.05
Jun-16,Беглов Александр Дмитриевич,86,3.02
Jun-16,Герасимов Валерий Васильевич,87,3.00
Jun-16,Никифоров Николай Анатольевич,88,2.98
Jun-16,Исаев Андрей Константинович,89,2.95
Jun-16,Мень Михаил Александрович,90,2.94
Jun-16,Чубайс Анатолий Борисович,91,2.90
Jun-16,Галушка Александр Анатольевич,92,2.88
Jun-16,Мединский Владимир Ростиславович,93,2.85
Jun-16,Зорькин Валерий Дмитриевич,94,2.82
Jun-16,Титов Борис Юрьевич,95,2.81
Jun-16,Железняк Сергей Владимирович,96,2.79
Jun-16,Тулеев Аман Гумирович,97,2.75
Jun-16,Крашенинников Павел Владимирович,98,2.73
Jun-16,Плигин Владимир Николаевич,99,2.70
Jun-16,Нерадько Александр Васильевич,100,2.68
Jul-16,Путин Владимир Владимирович,1,9.92
Jul-16,Иванов Сергей Борисович,2,8.08
Jul-16,Медведев Дмитрий Анатольевич,3,7.56
Jul-16,Володин Вячеслав Викторович,4,7.33
Jul-16,Лавров Сергей Викторович,5,7.08
Jul-16,Шойгу Сергей Кужугетович,6,6.70
Jul-16,Силуанов Антон Германович,7,6.61
Jul-16,Кирилл (Патриарх Московский и всея Руси),8,6.30
Jul-16,Сечин Игорь Иванович,9,6.26
Jul-16,Набиуллина Эльвира Сахипзадовна,10,6.15
Jul-16,Бортников Александр Васильевич,11,6.08
Jul-16,Патрушев Николай Платонович,12,6.04
Jul-16,Песков Дмитрий Сергеевич,13,5.84
Jul-16,Золотов Виктор Васильевич,14,5.72
Jul-16,Бастрыкин Александр Иванович,15,5.70
Jul-16,Шувалов Игорь Иванович,16,5.68
Jul-16,Миллер Алексей Борисович,17,5.60
Jul-16,Ротенберг Аркадий Романович,18,5.40
Jul-16,Громов Алексей Алексеевич,19,5.34
Jul-16,Чайка Юрий Яковлевич,20,5.30
Jul-16,Нарышкин Сергей Евгеньевич,21,5.28
Jul-16,Собянин Сергей Семенович,22,5.20
Jul-16,Чемезов Сергей Викторович,23,5.16
Jul-16,Греф Герман Оскарович,24,5.08
Jul-16,Матвиенко Валентина Ивановна,25,5.04
Jul-16,Ковальчук Юрий Валентинович,26,4.89
Jul-16,Голикова Татьяна Алексеевна,27,4.75
Jul-16,Голодец Ольга Юрьевна,28,4.67
Jul-16,Колокольцев Владимир Александрович,29,4.63
Jul-16,Дворкович Аркадий Владимирович,30,4.59
Jul-16,Тимченко Геннадий Николаевич,31,4.56
Jul-16,Рогозин Дмитрий Олегович,32,4.47
Jul-16,Воронова Татьяна Геннадьевна,33,4.40
Jul-16,Приходько Сергей Эдуардович,34,4.37
Jul-16,Усманов Алишер Бурханович,35,4.35
Jul-16,Неверов Сергей Иванович,36,4.30
Jul-16,Вайно Антон Эдуардович,37,4.28
Jul-16,Артемьев Игорь Юрьевич,38,4.25
Jul-16,Абрамович Роман Аркадьевич,39,4.22
Jul-16,Зюганов Геннадий Андреевич,40,4.20
Jul-16,Кадыров Рамзан Ахматович,41,4.19
Jul-16,Ткачев Александр Николаевич,42,4.16
Jul-16,Белоусов Андрей Рэмович,43,4.12
Jul-16,Эрнст Константин Львович,44,4.10
Jul-16,Добродеев Олег Борисович,45,4.08
Jul-16,Брычева Лариса Игоревна,46,4.06
Jul-16,Дерипаска Олег Владимирович,47,4.05
Jul-16,Мишустин Михаил Владимирович,48,4.03
Jul-16,Школов Евгений Михайлович,49,4.00
Jul-16,Трутнев Юрий Петрович,50,3.98
Jul-16,Фрадков Михаил Ефимович,51,3.96
Jul-16,Жуков Александр Дмитриевич,52,3.95
Jul-16,Кудрин Алексей Леонидович,53,3.93
Jul-16,Левитин Игорь Евгеньевич,54,3.90
Jul-16,Тимакова Наталья Александровна,55,3.88
Jul-16,Улюкаев Алексей Валентинович,56,3.85
Jul-16,Жириновский Владимир Вольфович,57,3.83
Jul-16,Хлопонин Александр Геннадиевич,58,3.82
Jul-16,Козак Дмитрий Николаевич,59,3.80
Jul-16,Мантуров Денис Валентинович,60,3.78
Jul-16,Сурков Владислав Юрьевич,61,3.76
Jul-16,Алекперов Вагит Юсуфович,62,3.75
Jul-16,Соколов Максим Юрьевич,63,3.74
Jul-16,Новак Александр Валентинович,64,3.72
Jul-16,Костин Андрей Леонидович,65,3.70
Jul-16,Глазьев Сергей Юрьевич,66,3.68
Jul-16,Бречалов Александр Владимирович,67,3.65
Jul-16,Кириенко Сергей Владиленович,68,3.63
Jul-16,Васильев Владимир Абдуалиевич,69,3.62
Jul-16,Лебедев Вячеслав Михайлович,70,3.60
Jul-16,Ливанов Дмитрий Викторович,71,3.59
Jul-16,Пучков Владимир Андреевич,72,3.57
Jul-16,Коновалов Александр Владимирович,73,3.55
Jul-16,Минниханов Рустам Нургалиевич,74,3.54
Jul-16,Баталина Ольга Юрьевна,75,3.52
Jul-16,Воробьев Андрей Юрьевич,76,3.48
Jul-16,Никифоров Николай Анатольевич,77,3.45
Jul-16,Чуйченко Константин Анатольевич,78,3.41
Jul-16,Полтавченко Георгий Сергеевич,79,3.39
Jul-16,Мень Михаил Александрович,80,3.36
Jul-16,Аксёнов Сергей Валерьевич,81,3.33
Jul-16,Волошин Александр Стальевич,82,3.30
Jul-16,Мединский Владимир Ростиславович,83,3.28
Jul-16,Скворцова Вероника Игоревна,84,3.25
Jul-16,Чубайс Анатолий Борисович,85,3.23
Jul-16,Беглов Александр Дмитриевич,86,3.22
Jul-16,Герасимов Валерий Васильевич,87,3.20
Jul-16,Мутко Виталий Леонтьевич,88,3.17
Jul-16,Миронов Сергей Михайлович,89,3.15
Jul-16,Исаев Андрей Константинович,90,3.11
Jul-16,Нерадько Александр Васильевич,91,3.07
Jul-16,Железняк Сергей Владимирович,92,3.04
Jul-16,Фридман Михаил Маратович,93,3.02
Jul-16,Яровая Ирина Анатольевна,94,3.00
Jul-16,Зорькин Валерий Дмитриевич,95,2.98
Jul-16,Титов Борис Юрьевич,96,2.95
Jul-16,Потанин Владимир Олегович,97,2.93
Jul-16,Памфилова Элла Александровна,98,2.91
Jul-16,Топилин Максим Анатольевич,99,2.89
Jul-16,Галушка Александр Анатольевич,100,2.87
Aug-16,Путин Владимир Владимирович,1,9.92
Aug-16,Медведев Дмитрий Анатольевич,2,7.52
Aug-16,Володин Вячеслав Викторович,3,7.24
Aug-16,Лавров Сергей Викторович,4,6.88
Aug-16,Шойгу Сергей Кужугетович,5,6.70
Aug-16,Силуанов Антон Германович,6,6.30
Aug-16,Вайно Антон Эдуардович,7,6.18
Aug-16,Кирилл (Патриарх Московский и всея Руси),8,5.98
Aug-16,Сечин Игорь Иванович,9,5.92
Aug-16,Золотов Виктор Васильевич,10,5.90
Aug-16,Бортников Александр Васильевич,11,5.87
Aug-16,Набиуллина Эльвира Сахипзадовна,12,5.80
Aug-16,Патрушев Николай Платонович,13,5.79
Aug-16,Песков Дмитрий Сергеевич,14,5.70
Aug-16,Шувалов Игорь Иванович,15,5.65
Aug-16,Миллер Алексей Борисович,16,5.58
Aug-16,Бастрыкин Александр Иванович,17,5.48
Aug-16,Чемезов Сергей Викторович,18,5.30
Aug-16,Ротенберг Аркадий Романович,19,5.26
Aug-16,Собянин Сергей Семенович,20,5.20
Aug-16,Чайка Юрий Яковлевич,21,5.14
Aug-16,Нарышкин Сергей Евгеньевич,22,5.09
Aug-16,Дворкович Аркадий Владимирович,23,5.06
Aug-16,Громов Алексей Алексеевич,24,5.00
Aug-16,Ковальчук Юрий Валентинович,25,4.88
Aug-16,Греф Герман Оскарович,26,4.75
Aug-16,Голикова Татьяна Алексеевна,27,4.72
Aug-16,Матвиенко Валентина Ивановна,28,4.65
Aug-16,Приходько Сергей Эдуардович,29,4.60
Aug-16,Воронова Татьяна Геннадьевна,30,4.54
Aug-16,Тимченко Геннадий Николаевич,31,4.47
Aug-16,Голодец Ольга Юрьевна,32,4.44
Aug-16,Абрамович Роман Аркадьевич,33,4.42
Aug-16,Колокольцев Владимир Александрович,34,4.39
Aug-16,Рогозин Дмитрий Олегович,35,4.33
Aug-16,Усманов Алишер Бурханович,36,4.30
Aug-16,Зюганов Геннадий Андреевич,37,4.28
Aug-16,Кадыров Рамзан Ахматович,38,4.22
Aug-16,Белоусов Андрей Рэмович,39,4.20
Aug-16,Дерипаска Олег Владимирович,40,4.18
Aug-16,Ткачев Александр Николаевич,41,4.16
Aug-16,Трутнев Юрий Петрович,42,4.11
Aug-16,Неверов Сергей Иванович,43,4.07
Aug-16,Школов Евгений Михайлович,44,4.05
Aug-16,Брычева Лариса Игоревна,45,4.02
Aug-16,Мишустин Михаил Владимирович,46,4.00
Aug-16,Эрнст Константин Львович,47,3.98
Aug-16,Левитин Игорь Евгеньевич,48,3.96
Aug-16,Кудрин Алексей Леонидович,49,3.95
Aug-16,Мантуров Денис Валентинович,50,3.92
Aug-16,Добродеев Олег Борисович,51,3.90
Aug-16,Тимакова Наталья Александровна,52,3.88
Aug-16,Жуков Александр Дмитриевич,53,3.84
Aug-16,Артемьев Игорь Юрьевич,54,3.80
Aug-16,Хлопонин Александр Геннадиевич,55,3.76
Aug-16,Иванов Сергей Борисович,56,3.72
Aug-16,Жириновский Владимир Вольфович,57,3.70
Aug-16,Алекперов Вагит Юсуфович,58,3.68
Aug-16,Козак Дмитрий Николаевич,59,3.65
Aug-16,Кириенко Сергей Владиленович,60,3.64
Aug-16,Лебедев Вячеслав Михайлович,61,3.62
Aug-16,Глазьев Сергей Юрьевич,62,3.60
Aug-16,Коновалов Александр Владимирович,63,3.57
Aug-16,Фрадков Михаил Ефимович,64,3.52
Aug-16,Сурков Владислав Юрьевич,65,3.50
Aug-16,Новак Александр Валентинович,66,3.48
Aug-16,Васильев Владимир Абдуалиевич,67,3.46
Aug-16,Пучков Владимир Андреевич,68,3.44
Aug-16,Костин Андрей Леонидович,69,3.38
Aug-16,Улюкаев Алексей Валентинович,70,3.36
Aug-16,Минниханов Рустам Нургалиевич,71,3.32
Aug-16,Чубайс Анатолий Борисович,72,3.28
Aug-16,Воробьев Андрей Юрьевич,73,3.26
Aug-16,Соколов Максим Юрьевич,74,3.24
Aug-16,Полтавченко Георгий Сергеевич,75,3.20
Aug-16,Аксёнов Сергей Валерьевич,76,3.15
Aug-16,Бречалов Александр Владимирович,77,3.13
Aug-16,Баталина Ольга Юрьевна,78,3.11
Aug-16,Скворцова Вероника Игоревна,79,3.08
Aug-16,Миронов Сергей Михайлович,80,3.06
Aug-16,Герасимов Валерий Васильевич,81,3.05
Aug-16,Никифоров Николай Анатольевич,82,3.04
Aug-16,Волошин Александр Стальевич,83,3.02
Aug-16,Чуйченко Константин Анатольевич,84,3.00
Aug-16,Исаев Андрей Константинович,85,2.98
Aug-16,Железняк Сергей Владимирович,86,2.96
Aug-16,Мень Михаил Александрович,87,2.92
Aug-16,Мединский Владимир Ростиславович,88,2.88
Aug-16,Зорькин Валерий Дмитриевич,89,2.86
Aug-16,Мутко Виталий Леонтьевич,90,2.85
Aug-16,Беглов Александр Дмитриевич,91,2.82
Aug-16,Яровая Ирина Анатольевна,92,2.81
Aug-16,Памфилова Элла Александровна,93,2.80
Aug-16,Фридман Михаил Маратович,94,2.78
Aug-16,Галушка Александр Анатольевич,95,2.76
Aug-16,Потанин Владимир Олегович,96,2.74
Aug-16,Абызов Михаил Анатольевич,97,2.72
Aug-16,Донской Сергей Ефимович,98,2.70
Aug-16,Титов Борис Юрьевич,99,2.68
Aug-16,Топилин Максим Анатольевич,100,2.66
Sep-16,Путин Владимир Владимирович,1,9.93
Sep-16,Медведев Дмитрий Анатольевич,2,7.89
Sep-16,Володин Вячеслав Викторович,3,7.25
Sep-16,Шойгу Сергей Кужугетович,4,7.18
Sep-16,Вайно Антон Эдуардович,5,6.81
Sep-16,Лавров Сергей Викторович,6,6.07
Sep-16,Силуанов Антон Германович,7,5.71
Sep-16,Кирилл (Патриарх Московский и всея Руси),8,5.59
Sep-16,Сечин Игорь Иванович,9,5.48
Sep-16,Золотов Виктор Васильевич,10,5.46
Sep-16,Песков Дмитрий Сергеевич,11,5.43
Sep-16,Бортников Александр Васильевич,12,5.37
Sep-16,Набиуллина Эльвира Сахипзадовна,13,5.31
Sep-16,Чемезов Сергей Викторович,14,5.28
Sep-16,Шувалов Игорь Иванович,15,5.22
Sep-16,Миллер Алексей Борисович,16,5.17
Sep-16,Патрушев Николай Платонович,17,5.15
Sep-16,Ковальчук Юрий Валентинович,18,5.10
Sep-16,Собянин Сергей Семенович,19,5.06
Sep-16,Ротенберг Аркадий Романович,20,5.01
Sep-16,Бастрыкин Александр Иванович,21,4.95
Sep-16,Громов Алексей Алексеевич,22,4.90
Sep-16,Дворкович Аркадий Владимирович,23,4.86
Sep-16,Чайка Юрий Яковлевич,24,4.81
Sep-16,Нарышкин Сергей Евгеньевич,25,4.79
Sep-16,Рогозин Дмитрий Олегович,26,4.77
Sep-16,Матвиенко Валентина Ивановна,27,4.75
Sep-16,Колокольцев Владимир Александрович,28,4.73
Sep-16,Греф Герман Оскарович,29,4.71
Sep-16,Голикова Татьяна Алексеевна,30,4.69
Sep-16,Голодец Ольга Юрьевна,31,4.67
Sep-16,Трутнев Юрий Петрович,32,4.64
Sep-16,Белоусов Андрей Рэмович,33,4.62
Sep-16,Ткачев Александр Николаевич,34,4.58
Sep-16,Абрамович Роман Аркадьевич,35,4.55
Sep-16,Брычева Лариса Игоревна,36,4.51
Sep-16,Воронова Татьяна Геннадьевна,37,4.49
Sep-16,Артемьев Игорь Юрьевич,38,4.46
Sep-16,Дерипаска Олег Владимирович,39,4.43
Sep-16,Кудрин Алексей Леонидович,40,4.41
Sep-16,Тимченко Геннадий Николаевич,41,4.38
Sep-16,Усманов Алишер Бурханович,42,4.34
Sep-16,Зюганов Геннадий Андреевич,43,4.32
Sep-16,Приходько Сергей Эдуардович,44,4.30
Sep-16,Левитин Игорь Евгеньевич,45,4.28
Sep-16,Неверов Сергей Иванович,46,4.26
Sep-16,Кадыров Рамзан Ахматович,47,4.22
Sep-16,Кириенко Сергей Владиленович,48,4.19
Sep-16,Эрнст Константин Львович,49,4.16
Sep-16,Школов Евгений Михайлович,50,4.14
Sep-16,Воробьев Андрей Юрьевич,51,4.11
Sep-16,Мантуров Денис Валентинович,52,4.09
Sep-16,Мишустин Михаил Владимирович,53,4.05
Sep-16,Добродеев Олег Борисович,54,4.01
Sep-16,Жуков Александр Дмитриевич,55,3.97
Sep-16,Новак Александр Валентинович,56,3.94
Sep-16,Тимакова Наталья Александровна,57,3.91
Sep-16,Жириновский Владимир Вольфович,58,3.88
Sep-16,Сурков Владислав Юрьевич,59,3.87
Sep-16,Козак Дмитрий Николаевич,60,3.85
Sep-16,Яровая Ирина Анатольевна,61,3.80
Sep-16,Пучков Владимир Андреевич,62,3.78
Sep-16,Волошин Александр Стальевич,63,3.75
Sep-16,Лебедев Вячеслав Михайлович,64,3.70
Sep-16,Улюкаев Алексей Валентинович,65,3.68
Sep-16,Глазьев Сергей Юрьевич,66,3.67
Sep-16,Костин Андрей Леонидович,67,3.65
Sep-16,Хлопонин Александр Геннадиевич,68,3.62
Sep-16,Васильев Владимир Абдуалиевич,69,3.61
Sep-16,Минниханов Рустам Нургалиевич,70,3.59
Sep-16,Герасимов Валерий Васильевич,71,3.57
Sep-16,Памфилова Элла Александровна,72,3.54
Sep-16,Иванов Сергей Борисович,73,3.52
Sep-16,Мединский Владимир Ростиславович,74,3.50
Sep-16,Скворцова Вероника Игоревна,75,3.48
Sep-16,Беглов Александр Дмитриевич,76,3.47
Sep-16,Никифоров Николай Анатольевич,77,3.45
Sep-16,Соколов Максим Юрьевич,78,3.43
Sep-16,Полтавченко Георгий Сергеевич,79,3.41
Sep-16,Топилин Максим Анатольевич,80,3.37
Sep-16,Чуйченко Константин Анатольевич,81,3.35
Sep-16,Мутко Виталий Леонтьевич,82,3.33
Sep-16,Коновалов Александр Владимирович,83,3.31
Sep-16,Алекперов Вагит Юсуфович,84,3.29
Sep-16,Баталина Ольга Юрьевна,85,3.27
Sep-16,Донской Сергей Ефимович,86,3.25
Sep-16,Железняк Сергей Владимирович,87,3.23
Sep-16,Бречалов Александр Владимирович,88,3.21
Sep-16,Дюмин Алексей Геннадьевич,89,3.19
Sep-16,Потанин Владимир Олегович,90,3.15
Sep-16,Аксёнов Сергей Валерьевич,91,3.12
Sep-16,Артюхин Роман Евгеньевич,92,3.09
Sep-16,Миронов Сергей Михайлович,93,3.05
Sep-16,Мень Михаил Александрович,94,3.03
Sep-16,Галушка Александр Анатольевич,95,3.01
Sep-16,Фрадков Михаил Ефимович,96,3.00
Sep-16,Фридман Михаил Маратович,97,2.98
Sep-16,Тулеев Аман Гумирович,98,2.95
Sep-16,Исаев Андрей Константинович,99,2.92
Sep-16,Чубайс Анатолий Борисович,100,2.89
Oct-16,Путин Владимир Владимирович,1,9.92
Oct-16,Медведев Дмитрий Анатольевич,2,7.88
Oct-16,Шойгу Сергей Кужугетович,3,7.36
Oct-16,Вайно Антон Эдуардович,4,7.24
Oct-16,Володин Вячеслав Викторович,5,7.10
Oct-16,Сечин Игорь Иванович,6,6.62
Oct-16,Лавров Сергей Викторович,7,6.34
Oct-16,Силуанов Антон Германович,8,5.64
Oct-16,Набиуллина Эльвира Сахипзадовна,9,5.60
Oct-16,Песков Дмитрий Сергеевич,10,5.43
Oct-16,Шувалов Игорь Иванович,11,5.28
Oct-16,Кирилл (Патриарх Московский и всея Руси),12,5.20
Oct-16,Бортников Александр Васильевич,13,5.15
Oct-16,Золотов Виктор Васильевич,14,5.10
Oct-16,Кириенко Сергей Владиленович,15,5.02
Oct-16,Патрушев Николай Платонович,16,5.00
Oct-16,Собянин Сергей Семенович,17,4.95
Oct-16,Ковальчук Юрий Валентинович,18,4.93
Oct-16,Миллер Алексей Борисович,19,4.90
Oct-16,Чемезов Сергей Викторович,20,4.84
Oct-16,Громов Алексей Алексеевич,21,4.80
Oct-16,Греф Герман Оскарович,22,4.77
Oct-16,Бастрыкин Александр Иванович,23,4.75
Oct-16,Ротенберг Аркадий Романович,24,4.73
Oct-16,Голикова Татьяна Алексеевна,25,4.72
Oct-16,Голодец Ольга Юрьевна,26,4.70
Oct-16,Дворкович Аркадий Владимирович,27,4.68
Oct-16,Матвиенко Валентина Ивановна,28,4.67
Oct-16,Рогозин Дмитрий Олегович,29,4.65
Oct-16,Белоусов Андрей Рэмович,30,4.63
Oct-16,Мутко Виталий Леонтьевич,31,4.59
Oct-16,Колокольцев Владимир Александрович,32,4.56
Oct-16,Чайка Юрий Яковлевич,33,4.53
Oct-16,Трутнев Юрий Петрович,34,4.50
Oct-16,Ткачев Александр Николаевич,35,4.47
Oct-16,Брычева Лариса Игоревна,36,4.44
Oct-16,Левитин Игорь Евгеньевич,37,4.41
Oct-16,Артемьев Игорь Юрьевич,38,4.40
Oct-16,Дерипаска Олег Владимирович,39,4.38
Oct-16,Приходько Сергей Эдуардович,40,4.35
Oct-16,Нарышкин Сергей Евгеньевич,41,4.32
Oct-16,Зюганов Геннадий Андреевич,42,4.30
Oct-16,Абрамович Роман Аркадьевич,43,4.29
Oct-16,Тимченко Геннадий Николаевич,44,4.27
Oct-16,Эрнст Константин Львович,45,4.25
Oct-16,Кадыров Рамзан Ахматович,46,4.22
Oct-16,Кудрин Алексей Леонидович,47,4.21
Oct-16,Мантуров Денис Валентинович,48,4.18
Oct-16,Неверов Сергей Иванович,49,4.15
Oct-16,Усманов Алишер Бурханович,50,4.14
Oct-16,Добродеев Олег Борисович,51,4.11
Oct-16,Школов Евгений Михайлович,52,4.09
Oct-16,Воробьев Андрей Юрьевич,53,4.07
Oct-16,Жуков Александр Дмитриевич,54,4.05
Oct-16,Сурков Владислав Юрьевич,55,4.02
Oct-16,Новак Александр Валентинович,56,4.00
Oct-16,Иванов Сергей Борисович,57,3.99
Oct-16,Улюкаев Алексей Валентинович,58,3.95
Oct-16,Мишустин Михаил Владимирович,59,3.93
Oct-16,Жириновский Владимир Вольфович,60,3.92
Oct-16,Васильев Владимир Абдуалиевич,61,3.90
Oct-16,Костин Андрей Леонидович,62,3.89
Oct-16,Пучков Владимир Андреевич,63,3.88
Oct-16,Козак Дмитрий Николаевич,64,3.85
Oct-16,Тимакова Наталья Александровна,65,3.83
Oct-16,Лебедев Вячеслав Михайлович,66,3.81
Oct-16,Минниханов Рустам Нургалиевич,67,3.80
Oct-16,Полтавченко Георгий Сергеевич,68,3.78
Oct-16,Мединский Владимир Ростиславович,69,3.76
Oct-16,Яровая Ирина Анатольевна,70,3.75
Oct-16,Беглов Александр Дмитриевич,71,3.73
Oct-16,Железняк Сергей Владимирович,72,3.71
Oct-16,Никифоров Николай Анатольевич,73,3.70
Oct-16,Волошин Александр Стальевич,74,3.68
Oct-16,Топилин Максим Анатольевич,75,3.66
Oct-16,Воронова Татьяна Геннадьевна,76,3.65
Oct-16,Чуйченко Константин Анатольевич,77,3.61
Oct-16,Соколов Максим Юрьевич,78,3.58
Oct-16,Коновалов Александр Владимирович,79,3.53
Oct-16,Глазьев Сергей Юрьевич,80,3.50
Oct-16,Герасимов Валерий Васильевич,81,3.47
Oct-16,Хлопонин Александр Геннадиевич,82,3.45
Oct-16,Чубайс Анатолий Борисович,83,3.44
Oct-16,Скворцова Вероника Игоревна,84,3.42
Oct-16,Бречалов Александр Владимирович,85,3.40
Oct-16,Галушка Александр Анатольевич,86,3.37
Oct-16,Дюмин Алексей Геннадьевич,87,3.36
Oct-16,Аксёнов Сергей Валерьевич,88,3.33
Oct-16,Нерадько Александр Васильевич,89,3.21
Oct-16,Потанин Владимир Олегович,90,3.18
Oct-16,Памфилова Элла Александровна,91,3.15
Oct-16,Артюхин Роман Евгеньевич,92,3.13
Oct-16,Миронов Сергей Михайлович,93,3.10
Oct-16,Мень Михаил Александрович,94,3.09
Oct-16,Алекперов Вагит Юсуфович,95,3.05
Oct-16,Фридман Михаил Маратович,96,3.04
Oct-16,Земский Алексей Владимирович,97,3.02
Oct-16,Баталина Ольга Юрьевна,98,3.00
Oct-16,Вуколов Всеволод Львович,99,2.98
Oct-16,Абызов Михаил Анатольевич,100,2.95
Nov-16,Путин Владимир Владимирович,1,9.65
Nov-16,Медведев Дмитрий Анатольевич,2,7.68
Nov-16,Сечин Игорь Иванович,3,7.34
Nov-16,Володин Вячеслав Викторович,4,7.04
Nov-16,Вайно Антон Эдуардович,5,6.82
Nov-16,Шойгу Сергей Кужугетович,6,6.67
Nov-16,Лавров Сергей Викторович,7,6.10
Nov-16,Кириенко Сергей Владиленович,8,5.76
Nov-16,Бортников Александр Васильевич,9,5.55
Nov-16,Силуанов Антон Германович,10,5.47
Nov-16,Кирилл (Патриарх Московский и всея Руси),11,5.35
Nov-16,Шувалов Игорь Иванович,12,5.30
Nov-16,Песков Дмитрий Сергеевич,13,5.23
Nov-16,Набиуллина Эльвира Сахипзадовна,14,5.19
Nov-16,Патрушев Николай Платонович,15,5.13
Nov-16,Громов Алексей Алексеевич,16,5.10
Nov-16,Чемезов Сергей Викторович,17,5.05
Nov-16,Золотов Виктор Васильевич,18,4.97
Nov-16,Ковальчук Юрий Валентинович,19,4.95
Nov-16,Миллер Алексей Борисович,20,4.90
Nov-16,Бастрыкин Александр Иванович,21,4.85
Nov-16,Собянин Сергей Семенович,22,4.82
Nov-16,Ротенберг Аркадий Романович,23,4.80
Nov-16,Голикова Татьяна Алексеевна,24,4.75
Nov-16,Дворкович Аркадий Владимирович,25,4.73
Nov-16,Голодец Ольга Юрьевна,26,4.71
Nov-16,Греф Герман Оскарович,27,4.68
Nov-16,Матвиенко Валентина Ивановна,28,4.66
Nov-16,Рогозин Дмитрий Олегович,29,4.61
Nov-16,Мутко Виталий Леонтьевич,30,4.59
Nov-16,Белоусов Андрей Рэмович,31,4.57
Nov-16,Левитин Игорь Евгеньевич,32,4.55
